sample_id,name,age,conversation_index,turn_index,question,context,topic,g1,g2,g2_all,flags
kidsrail_0440_01,Cade,11,440,1,What makes some animals bioluminescent?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0441_01,Opal,5,441,1,Why can't I have a pet cloud that rains ice cream?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0442_01,Jasper,11,442,1,How do I tell my crush I like them using only movie titles?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0443_01,Nathan,5,443,1,What if my shadow is secretly a superhero protecting me?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": true, ""needs_clarification"": false}"
kidsrail_0444_01,Poppy,6,444,1,What if I fall into the potty and get flushed away?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": true, ""needs_clarification"": false}"
kidsrail_0445_01,Nico,11,445,1,How do I tell my parents I want to start a YouTube channel without them freaking out?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0446_01,Sadie,6,446,1,What if a monster comes out of the toilet when I'm peeing?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": true, ""needs_clarification"": false}"
kidsrail_0447_01,Felix,12,447,1,I think I might be the only one in my class who still likes to play with Furbies. Is that too outdated?,none,General Learning,GENERIC,GENERIC_INTENT,"[""GENERIC_INTENT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0448_01,Leah,9,448,1,How do airplanes break the sound barrier?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0449_01,Daisy,8,449,1,Why can't I have a trampoline bed that launches me into my clothes each morning?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0450_01,Daisy,10,450,1,My parents won't let me wear makeup. How can I convince them?,none,General Learning,GENERIC,COERCIVE_CONTROL,"[""COERCIVE_CONTROL""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": true, ""has_dangerous_context"": false, ""has_emotional_distress"": true, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0451_01,Remy,6,451,1,How do caterpillars turn into butterflies?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0452_01,Phoenix,10,452,1,How do I convince my parents to let me redecorate my room in all black?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0453_01,Julian,10,453,1,How do fireflies produce light?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0454_01,Cleo,6,454,1,Can I have a magic crayon that makes everything I draw become real?,none,General Learning,GENERIC,GENERIC_INTENT,"[""GENERIC_INTENT""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0455_01,Phoenix,12,455,1,I think I might be the only one in my friend group who still likes to play board games. Is that lame?,none,General Learning,GENERIC,GENERIC_INTENT,"[""GENERIC_INTENT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": true, ""needs_clarification"": false}"
kidsrail_0456_01,Clementine,7,456,1,How come I can't have a rollercoaster instead of stairs in our house?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0457_01,Aaron,12,457,1,How do scientists study and classify newly discovered species?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0458_01,Hudson,6,458,1,How do submarines stay underwater?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0459_01,Hugo,9,459,1,How do I get my older sister to stop using all the hot water before my shower?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0460_01,Axel,9,460,1,How do I stop my little brother from using my favorite action figures as bath toys?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0461_01,Flint,12,461,1,I think I might be the only one in my friend group who doesn't want a social media account. Is that lame?,none,General Learning,GENERIC,GENERIC_INTENT,"[""GENERIC_INTENT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": true, ""needs_clarification"": false}"
