term,usage_examples,category,text,g1,g2
that nudes!,"The moderation review flagged ""that nudes!"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what that nudes! means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that nudes!,"The moderation review flagged ""that nudes!"" as sexual or explicit language in context.",sexual,A user kept posting that nudes! jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that nudes!,"The moderation review flagged ""that nudes!"" as sexual or explicit language in context.",sexual,An older teen wrote that nudes! in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that nudes!,"The moderation review flagged ""that nudes!"" as sexual or explicit language in context.",sexual,The account sent a DM using the word that nudes! and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that nudes!,"The moderation review flagged ""that nudes!"" as sexual or explicit language in context.",sexual,People in the thread were repeating that nudes! to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
orgasm af,"The moderation review flagged ""orgasm af"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what orgasm af means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
orgasm af,"The moderation review flagged ""orgasm af"" as sexual or explicit language in context.",sexual,A user kept posting orgasm af jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
orgasm af,"The moderation review flagged ""orgasm af"" as sexual or explicit language in context.",sexual,An older teen wrote orgasm af in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
orgasm af,"The moderation review flagged ""orgasm af"" as sexual or explicit language in context.",sexual,The account sent a DM using the word orgasm af and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
orgasm af,"The moderation review flagged ""orgasm af"" as sexual or explicit language in context.",sexual,People in the thread were repeating orgasm af to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that penis af,"The moderation review flagged ""that penis af"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what that penis af means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that penis af,"The moderation review flagged ""that penis af"" as sexual or explicit language in context.",sexual,A user kept posting that penis af jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that penis af,"The moderation review flagged ""that penis af"" as sexual or explicit language in context.",sexual,An older teen wrote that penis af in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that penis af,"The moderation review flagged ""that penis af"" as sexual or explicit language in context.",sexual,The account sent a DM using the word that penis af and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that penis af,"The moderation review flagged ""that penis af"" as sexual or explicit language in context.",sexual,People in the thread were repeating that penis af to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total porn...,"The moderation review flagged ""total porn..."" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what total porn... means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total porn...,"The moderation review flagged ""total porn..."" as sexual or explicit language in context.",sexual,A user kept posting total porn... jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total porn...,"The moderation review flagged ""total porn..."" as sexual or explicit language in context.",sexual,An older teen wrote total porn... in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total porn...,"The moderation review flagged ""total porn..."" as sexual or explicit language in context.",sexual,The account sent a DM using the word total porn... and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total porn...,"The moderation review flagged ""total porn..."" as sexual or explicit language in context.",sexual,People in the thread were repeating total porn... to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total pussy!,"The moderation review flagged ""total pussy!"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what total pussy! means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total pussy!,"The moderation review flagged ""total pussy!"" as sexual or explicit language in context.",sexual,A user kept posting total pussy! jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total pussy!,"The moderation review flagged ""total pussy!"" as sexual or explicit language in context.",sexual,An older teen wrote total pussy! in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total pussy!,"The moderation review flagged ""total pussy!"" as sexual or explicit language in context.",sexual,The account sent a DM using the word total pussy! and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total pussy!,"The moderation review flagged ""total pussy!"" as sexual or explicit language in context.",sexual,People in the thread were repeating total pussy! to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total sexting!!,"The moderation review flagged ""total sexting!!"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what total sexting!! means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total sexting!!,"The moderation review flagged ""total sexting!!"" as sexual or explicit language in context.",sexual,A user kept posting total sexting!! jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total sexting!!,"The moderation review flagged ""total sexting!!"" as sexual or explicit language in context.",sexual,An older teen wrote total sexting!! in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total sexting!!,"The moderation review flagged ""total sexting!!"" as sexual or explicit language in context.",sexual,The account sent a DM using the word total sexting!! and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total sexting!!,"The moderation review flagged ""total sexting!!"" as sexual or explicit language in context.",sexual,People in the thread were repeating total sexting!! to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
slut...,"The moderation review flagged ""slut..."" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what slut... means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
slut...,"The moderation review flagged ""slut..."" as sexual or explicit language in context.",sexual,A user kept posting slut... jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
slut...,"The moderation review flagged ""slut..."" as sexual or explicit language in context.",sexual,An older teen wrote slut... in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
slut...,"The moderation review flagged ""slut..."" as sexual or explicit language in context.",sexual,The account sent a DM using the word slut... and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
slut...,"The moderation review flagged ""slut..."" as sexual or explicit language in context.",sexual,People in the thread were repeating slut... to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the sperm,"The moderation review flagged ""the sperm"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what the sperm means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the sperm,"The moderation review flagged ""the sperm"" as sexual or explicit language in context.",sexual,A user kept posting the sperm jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the sperm,"The moderation review flagged ""the sperm"" as sexual or explicit language in context.",sexual,An older teen wrote the sperm in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the sperm,"The moderation review flagged ""the sperm"" as sexual or explicit language in context.",sexual,The account sent a DM using the word the sperm and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the sperm,"The moderation review flagged ""the sperm"" as sexual or explicit language in context.",sexual,People in the thread were repeating the sperm to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the testicles...,"The moderation review flagged ""the testicles..."" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what the testicles... means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the testicles...,"The moderation review flagged ""the testicles..."" as sexual or explicit language in context.",sexual,A user kept posting the testicles... jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the testicles...,"The moderation review flagged ""the testicles..."" as sexual or explicit language in context.",sexual,An older teen wrote the testicles... in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the testicles...,"The moderation review flagged ""the testicles..."" as sexual or explicit language in context.",sexual,The account sent a DM using the word the testicles... and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the testicles...,"The moderation review flagged ""the testicles..."" as sexual or explicit language in context.",sexual,People in the thread were repeating the testicles... to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total threesome af,"The moderation review flagged ""total threesome af"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what total threesome af means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total threesome af,"The moderation review flagged ""total threesome af"" as sexual or explicit language in context.",sexual,A user kept posting total threesome af jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total threesome af,"The moderation review flagged ""total threesome af"" as sexual or explicit language in context.",sexual,An older teen wrote total threesome af in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total threesome af,"The moderation review flagged ""total threesome af"" as sexual or explicit language in context.",sexual,The account sent a DM using the word total threesome af and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total threesome af,"The moderation review flagged ""total threesome af"" as sexual or explicit language in context.",sexual,People in the thread were repeating total threesome af to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the tits,"The moderation review flagged ""the tits"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what the tits means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the tits,"The moderation review flagged ""the tits"" as sexual or explicit language in context.",sexual,A user kept posting the tits jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the tits,"The moderation review flagged ""the tits"" as sexual or explicit language in context.",sexual,An older teen wrote the tits in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the tits,"The moderation review flagged ""the tits"" as sexual or explicit language in context.",sexual,The account sent a DM using the word the tits and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the tits,"The moderation review flagged ""the tits"" as sexual or explicit language in context.",sexual,People in the thread were repeating the tits to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the vagina af,"The moderation review flagged ""the vagina af"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what the vagina af means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the vagina af,"The moderation review flagged ""the vagina af"" as sexual or explicit language in context.",sexual,A user kept posting the vagina af jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the vagina af,"The moderation review flagged ""the vagina af"" as sexual or explicit language in context.",sexual,An older teen wrote the vagina af in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the vagina af,"The moderation review flagged ""the vagina af"" as sexual or explicit language in context.",sexual,The account sent a DM using the word the vagina af and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the vagina af,"The moderation review flagged ""the vagina af"" as sexual or explicit language in context.",sexual,People in the thread were repeating the vagina af to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute whore...,"The moderation review flagged ""absolute whore..."" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what absolute whore... means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute whore...,"The moderation review flagged ""absolute whore..."" as sexual or explicit language in context.",sexual,A user kept posting absolute whore... jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute whore...,"The moderation review flagged ""absolute whore..."" as sexual or explicit language in context.",sexual,An older teen wrote absolute whore... in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute whore...,"The moderation review flagged ""absolute whore..."" as sexual or explicit language in context.",sexual,The account sent a DM using the word absolute whore... and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute whore...,"The moderation review flagged ""absolute whore..."" as sexual or explicit language in context.",sexual,People in the thread were repeating absolute whore... to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that x-rated!,"The moderation review flagged ""that x-rated!"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what that x-rated! means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that x-rated!,"The moderation review flagged ""that x-rated!"" as sexual or explicit language in context.",sexual,A user kept posting that x-rated! jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that x-rated!,"The moderation review flagged ""that x-rated!"" as sexual or explicit language in context.",sexual,An older teen wrote that x-rated! in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that x-rated!,"The moderation review flagged ""that x-rated!"" as sexual or explicit language in context.",sexual,The account sent a DM using the word that x-rated! and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that x-rated!,"The moderation review flagged ""that x-rated!"" as sexual or explicit language in context.",sexual,People in the thread were repeating that x-rated! to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total bdsm!!,"The moderation review flagged ""total bdsm!!"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what total bdsm!! means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total bdsm!!,"The moderation review flagged ""total bdsm!!"" as sexual or explicit language in context.",sexual,A user kept posting total bdsm!! jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total bdsm!!,"The moderation review flagged ""total bdsm!!"" as sexual or explicit language in context.",sexual,An older teen wrote total bdsm!! in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total bdsm!!,"The moderation review flagged ""total bdsm!!"" as sexual or explicit language in context.",sexual,The account sent a DM using the word total bdsm!! and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total bdsm!!,"The moderation review flagged ""total bdsm!!"" as sexual or explicit language in context.",sexual,People in the thread were repeating total bdsm!! to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute fetish!!,"The moderation review flagged ""absolute fetish!!"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what absolute fetish!! means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute fetish!!,"The moderation review flagged ""absolute fetish!!"" as sexual or explicit language in context.",sexual,A user kept posting absolute fetish!! jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute fetish!!,"The moderation review flagged ""absolute fetish!!"" as sexual or explicit language in context.",sexual,An older teen wrote absolute fetish!! in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute fetish!!,"The moderation review flagged ""absolute fetish!!"" as sexual or explicit language in context.",sexual,The account sent a DM using the word absolute fetish!! and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute fetish!!,"The moderation review flagged ""absolute fetish!!"" as sexual or explicit language in context.",sexual,People in the thread were repeating absolute fetish!! to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total anal,"The moderation review flagged ""total anal"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what total anal means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total anal,"The moderation review flagged ""total anal"" as sexual or explicit language in context.",sexual,A user kept posting total anal jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total anal,"The moderation review flagged ""total anal"" as sexual or explicit language in context.",sexual,An older teen wrote total anal in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total anal,"The moderation review flagged ""total anal"" as sexual or explicit language in context.",sexual,The account sent a DM using the word total anal and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total anal,"The moderation review flagged ""total anal"" as sexual or explicit language in context.",sexual,People in the thread were repeating total anal to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute jerk off...,"The moderation review flagged ""absolute jerk off..."" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what absolute jerk off... means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute jerk off...,"The moderation review flagged ""absolute jerk off..."" as sexual or explicit language in context.",sexual,A user kept posting absolute jerk off... jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute jerk off...,"The moderation review flagged ""absolute jerk off..."" as sexual or explicit language in context.",sexual,An older teen wrote absolute jerk off... in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute jerk off...,"The moderation review flagged ""absolute jerk off..."" as sexual or explicit language in context.",sexual,The account sent a DM using the word absolute jerk off... and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute jerk off...,"The moderation review flagged ""absolute jerk off..."" as sexual or explicit language in context.",sexual,People in the thread were repeating absolute jerk off... to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that masturbate,"The moderation review flagged ""that masturbate"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what that masturbate means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that masturbate,"The moderation review flagged ""that masturbate"" as sexual or explicit language in context.",sexual,A user kept posting that masturbate jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that masturbate,"The moderation review flagged ""that masturbate"" as sexual or explicit language in context.",sexual,An older teen wrote that masturbate in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that masturbate,"The moderation review flagged ""that masturbate"" as sexual or explicit language in context.",sexual,The account sent a DM using the word that masturbate and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that masturbate,"The moderation review flagged ""that masturbate"" as sexual or explicit language in context.",sexual,People in the thread were repeating that masturbate to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total naughty pic,"The moderation review flagged ""total naughty pic"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what total naughty pic means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total naughty pic,"The moderation review flagged ""total naughty pic"" as sexual or explicit language in context.",sexual,A user kept posting total naughty pic jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total naughty pic,"The moderation review flagged ""total naughty pic"" as sexual or explicit language in context.",sexual,An older teen wrote total naughty pic in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total naughty pic,"The moderation review flagged ""total naughty pic"" as sexual or explicit language in context.",sexual,The account sent a DM using the word total naughty pic and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total naughty pic,"The moderation review flagged ""total naughty pic"" as sexual or explicit language in context.",sexual,People in the thread were repeating total naughty pic to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that for fuck's sake!,"The moderation review flagged ""that for fuck's sake!"" as an expletive or strong profanity in context.",expletive,He yelled that for fuck's sake! when the game ended badly.,GENERIC,['GENERIC_INTENT']
that for fuck's sake!,"The moderation review flagged ""that for fuck's sake!"" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting that for fuck's sake!.,TECHNOLOGY,['GENERIC_INTENT']
that for fuck's sake!,"The moderation review flagged ""that for fuck's sake!"" as an expletive or strong profanity in context.",expletive,A message popped up that only said that for fuck's sake! after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
that for fuck's sake!,"The moderation review flagged ""that for fuck's sake!"" as an expletive or strong profanity in context.",expletive,She posted that for fuck's sake! because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
that for fuck's sake!,"The moderation review flagged ""that for fuck's sake!"" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating that for fuck's sake!.,TECHNOLOGY,['GENERIC_INTENT']
the holy shit!!,"The moderation review flagged ""the holy shit!!"" as an expletive or strong profanity in context.",expletive,He yelled the holy shit!! when the game ended badly.,GENERIC,['GENERIC_INTENT']
the holy shit!!,"The moderation review flagged ""the holy shit!!"" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting the holy shit!!.,TECHNOLOGY,['GENERIC_INTENT']
the holy shit!!,"The moderation review flagged ""the holy shit!!"" as an expletive or strong profanity in context.",expletive,A message popped up that only said the holy shit!! after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
the holy shit!!,"The moderation review flagged ""the holy shit!!"" as an expletive or strong profanity in context.",expletive,She posted the holy shit!! because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
the holy shit!!,"The moderation review flagged ""the holy shit!!"" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating the holy shit!!.,TECHNOLOGY,['GENERIC_INTENT']
absolute jesus christ...,"The moderation review flagged ""absolute jesus christ..."" as an expletive or strong profanity in context.",expletive,He yelled absolute jesus christ... when the game ended badly.,GENERIC,['GENERIC_INTENT']
absolute jesus christ...,"The moderation review flagged ""absolute jesus christ..."" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting absolute jesus christ....,TECHNOLOGY,['GENERIC_INTENT']
absolute jesus christ...,"The moderation review flagged ""absolute jesus christ..."" as an expletive or strong profanity in context.",expletive,A message popped up that only said absolute jesus christ... after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
absolute jesus christ...,"The moderation review flagged ""absolute jesus christ..."" as an expletive or strong profanity in context.",expletive,She posted absolute jesus christ... because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
absolute jesus christ...,"The moderation review flagged ""absolute jesus christ..."" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating absolute jesus christ....,TECHNOLOGY,['GENERIC_INTENT']
OHHELLNO,"The moderation review flagged ""OHHELLNO"" as an expletive or strong profanity in context.",expletive,He yelled OHHELLNO when the game ended badly.,GENERIC,['GENERIC_INTENT']
OHHELLNO,"The moderation review flagged ""OHHELLNO"" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting OHHELLNO.,TECHNOLOGY,['GENERIC_INTENT']
OHHELLNO,"The moderation review flagged ""OHHELLNO"" as an expletive or strong profanity in context.",expletive,A message popped up that only said OHHELLNO after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
OHHELLNO,"The moderation review flagged ""OHHELLNO"" as an expletive or strong profanity in context.",expletive,She posted OHHELLNO because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
OHHELLNO,"The moderation review flagged ""OHHELLNO"" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating OHHELLNO.,TECHNOLOGY,['GENERIC_INTENT']
the what the hell af,"The moderation review flagged ""the what the hell af"" as an expletive or strong profanity in context.",expletive,He yelled the what the hell af when the game ended badly.,GENERIC,['GENERIC_INTENT']
the what the hell af,"The moderation review flagged ""the what the hell af"" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting the what the hell af.,TECHNOLOGY,['GENERIC_INTENT']
the what the hell af,"The moderation review flagged ""the what the hell af"" as an expletive or strong profanity in context.",expletive,A message popped up that only said the what the hell af after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
the what the hell af,"The moderation review flagged ""the what the hell af"" as an expletive or strong profanity in context.",expletive,She posted the what the hell af because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
the what the hell af,"The moderation review flagged ""the what the hell af"" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating the what the hell af.,TECHNOLOGY,['GENERIC_INTENT']
that what the fuck af,"The moderation review flagged ""that what the fuck af"" as an expletive or strong profanity in context.",expletive,He yelled that what the fuck af when the game ended badly.,GENERIC,['GENERIC_INTENT']
that what the fuck af,"The moderation review flagged ""that what the fuck af"" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting that what the fuck af.,TECHNOLOGY,['GENERIC_INTENT']
that what the fuck af,"The moderation review flagged ""that what the fuck af"" as an expletive or strong profanity in context.",expletive,A message popped up that only said that what the fuck af after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
that what the fuck af,"The moderation review flagged ""that what the fuck af"" as an expletive or strong profanity in context.",expletive,She posted that what the fuck af because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
that what the fuck af,"The moderation review flagged ""that what the fuck af"" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating that what the fuck af.,TECHNOLOGY,['GENERIC_INTENT']
ffs man!,"The moderation review flagged ""ffs man!"" as an expletive or strong profanity in context.",expletive,He yelled ffs man! when the game ended badly.,GENERIC,['GENERIC_INTENT']
ffs man!,"The moderation review flagged ""ffs man!"" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting ffs man!.,TECHNOLOGY,['GENERIC_INTENT']
ffs man!,"The moderation review flagged ""ffs man!"" as an expletive or strong profanity in context.",expletive,A message popped up that only said ffs man! after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
ffs man!,"The moderation review flagged ""ffs man!"" as an expletive or strong profanity in context.",expletive,She posted ffs man! because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
ffs man!,"The moderation review flagged ""ffs man!"" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating ffs man!.,TECHNOLOGY,['GENERIC_INTENT']
absolute bloody oath!!,"The moderation review flagged ""absolute bloody oath!!"" as an expletive or strong profanity in context.",expletive,He yelled absolute bloody oath!! when the game ended badly.,GENERIC,['GENERIC_INTENT']
absolute bloody oath!!,"The moderation review flagged ""absolute bloody oath!!"" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting absolute bloody oath!!.,TECHNOLOGY,['GENERIC_INTENT']
absolute bloody oath!!,"The moderation review flagged ""absolute bloody oath!!"" as an expletive or strong profanity in context.",expletive,A message popped up that only said absolute bloody oath!! after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
absolute bloody oath!!,"The moderation review flagged ""absolute bloody oath!!"" as an expletive or strong profanity in context.",expletive,She posted absolute bloody oath!! because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
absolute bloody oath!!,"The moderation review flagged ""absolute bloody oath!!"" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating absolute bloody oath!!.,TECHNOLOGY,['GENERIC_INTENT']
that goddammit...,"The moderation review flagged ""that goddammit..."" as an expletive or strong profanity in context.",expletive,He yelled that goddammit... when the game ended badly.,GENERIC,['GENERIC_INTENT']
that goddammit...,"The moderation review flagged ""that goddammit..."" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting that goddammit....,TECHNOLOGY,['GENERIC_INTENT']
that goddammit...,"The moderation review flagged ""that goddammit..."" as an expletive or strong profanity in context.",expletive,A message popped up that only said that goddammit... after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
that goddammit...,"The moderation review flagged ""that goddammit..."" as an expletive or strong profanity in context.",expletive,She posted that goddammit... because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
that goddammit...,"The moderation review flagged ""that goddammit..."" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating that goddammit....,TECHNOLOGY,['GENERIC_INTENT']
total deez nuts!!,"The moderation review flagged ""total deez nuts!!"" as offensive or taboo language in context.",other,Someone used the phrase total deez nuts!! in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
