row_id,focus_term,slang_terms_used,input_text,usage_type,child_safe_meaning,suggested_g2,suggested_flags,safety_note,source_url_or_note
830,Diddy party,Diddy party,Should I avoid saying Diddy party because adults may think it is inappropriate? Is there a nicer way to say it?,social_advice,meme phrase needing context; may be inappropriate/adult-coded depending on usage,PERSONAL_DIRECTION,has_personal_direction=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
831,Diddy party,Diddy party,People laughed when I did not know Diddy party. Can you explain if it is okay to say? Is this internet slang?,emotional_confusion,meme phrase needing context; may be inappropriate/adult-coded depending on usage,EMOTIONAL,has_emotional_distress=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
832,Diddy party,Diddy party,"Can Diddy party have adult meaning, and should kids avoid it? Can it hurt someone's feelings?",context_check,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
833,Diddy party,Diddy party phrase,"Could ""Diddy party phrase"" mean something different depending on the meme? I want to understand the joke.",context_check,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
834,Diddy party,Diddy party,A kid in my class called the noisy lunch table a Diddy party. Is that a meme? Is this internet slang?,meaning_clarification,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
835,Diddy party,Diddy party,What does Diddy party mean when my gaming friend says it in the Minecraft chat? Is it a compliment or insult?,meaning_clarification,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
836,Diddy party,Diddy party,Should I avoid saying Diddy party because adults may think it is inappropriate? Make it kid-safe.,social_advice,meme phrase needing context; may be inappropriate/adult-coded depending on usage,PERSONAL_DIRECTION,has_personal_direction=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
837,Diddy party,chaos party,"My online friend keeps saying ""chaos party"" at me and laughing. How should I handle it? I want to understand the joke.",possible_teasing,meme phrase needing context; may be inappropriate/adult-coded depending on usage,BULLYING,has_bullying_involved=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
838,Diddy party,not a Diddy party,"Why did a girl from class type ""not a Diddy party"" in a meme? Is it okay for school?",meaning_clarification,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
839,Diddy party,chaos party,"Turn ""chaos party"" into a sentence my coach can understand. I want to understand the joke.",translation_normalization,meme phrase needing context; may be inappropriate/adult-coded depending on usage,NEUTRAL_FACT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
840,Diddy party,Diddy party,People laughed when I did not know Diddy party. Can you explain if it is okay to say? Is it a compliment or insult?,emotional_confusion,meme phrase needing context; may be inappropriate/adult-coded depending on usage,EMOTIONAL,has_emotional_distress=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
841,Diddy party,Diddy party joke,"Make a clean caption with ""Diddy party joke"" about my lunch. I am not sure if it is rude.",creative_safe,meme phrase needing context; may be inappropriate/adult-coded depending on usage,GENERIC_INTENT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
842,Diddy party,Diddy party,Give me a clean replacement for Diddy party that just means a messy funny event. Is this internet slang?,creative_safe,meme phrase needing context; may be inappropriate/adult-coded depending on usage,GENERIC_INTENT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
843,Diddy party,Diddy party,Make a safer phrase instead of Diddy party for a chaotic classroom. I heard it today.,creative_safe,meme phrase needing context; may be inappropriate/adult-coded depending on usage,GENERIC_INTENT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
844,Diddy party,Diddy party,A junior kid called the noisy lunch table a Diddy party. Is that a meme? Should I ignore it?,meaning_clarification,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
845,Diddy party,Diddy party,Make a safer phrase instead of Diddy party for a chaotic classroom. Is it okay for school?,creative_safe,meme phrase needing context; may be inappropriate/adult-coded depending on usage,GENERIC_INTENT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
846,Diddy party,Diddy party,Should I avoid saying Diddy party because adults may think it is inappropriate? Keep it short.,social_advice,meme phrase needing context; may be inappropriate/adult-coded depending on usage,PERSONAL_DIRECTION,has_personal_direction=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
847,Diddy party,Diddy party joke,"Should I use ""Diddy party joke"" in group chat or is it too cringe? Can you give a safer word?",social_advice,meme phrase needing context; may be inappropriate/adult-coded depending on usage,PERSONAL_DIRECTION,has_personal_direction=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
848,Diddy party,chaos party,"Is ""chaos party"" okay to say around my teacher? Is this internet slang?",school_boundary,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
849,Diddy party,Diddy party,A kid in my class keeps using Diddy party jokes to make people uncomfortable. What should I do? How do I answer politely?,possible_teasing,meme phrase needing context; may be inappropriate/adult-coded depending on usage,BULLYING,has_bullying_involved=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
850,Diddy party,Diddy party,"Is Diddy party a school-safe phrase, or should I not use it? Make it kid-safe.",school_boundary,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
851,Diddy party,Diddy party,"Is Diddy party a school-safe phrase, or should I not use it? I am not sure if it is rude.",school_boundary,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
852,Diddy party,Diddy party meme,"Should I use ""Diddy party meme"" in group chat or is it too cringe? What should I say back?",social_advice,meme phrase needing context; may be inappropriate/adult-coded depending on usage,PERSONAL_DIRECTION,has_personal_direction=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
853,Diddy party,Diddy party joke,"Why did kids at school type ""Diddy party joke"" during assembly practice? Is it okay for school?",meaning_clarification,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
854,Diddy party,Diddy party,"Is Diddy party a school-safe phrase, or should I not use it? Is this internet slang?",school_boundary,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
855,Diddy party,not a Diddy party,"Could ""not a Diddy party"" mean something different depending on the meme? Is this internet slang?",context_check,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
856,Diddy party,Diddy party,What does Diddy party mean when my neighbor kid says it during assembly practice? Is it okay for school?,meaning_clarification,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
857,Diddy party,Diddy party,"Is Diddy party a school-safe phrase, or should I not use it? Can you make it normal English?",school_boundary,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
858,Diddy party,Diddy party,"Translate ""this is like a Diddy party"" into normal safe English for my parent. Is there a nicer way to say it?",translation_normalization,meme phrase needing context; may be inappropriate/adult-coded depending on usage,NEUTRAL_FACT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
859,Diddy party,Diddy party joke,"Is ""Diddy party joke"" okay to say around an adult? Why do kids say this?",school_boundary,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
860,Diddy party,Diddy party,"Is Diddy party a school-safe phrase, or should I not use it? My parent asked what it means.",school_boundary,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
861,Diddy party,Diddy party,"Can Diddy party have adult meaning, and should kids avoid it? I heard it today.",context_check,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
862,Diddy party,Diddy party,Make a safer phrase instead of Diddy party for a chaotic classroom. I do not want to get in trouble.,creative_safe,meme phrase needing context; may be inappropriate/adult-coded depending on usage,GENERIC_INTENT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
863,Diddy party,Diddy party,People laughed when I did not know Diddy party. Can you explain if it is okay to say? I want to understand the joke.,emotional_confusion,meme phrase needing context; may be inappropriate/adult-coded depending on usage,EMOTIONAL,has_emotional_distress=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
864,Diddy party,Diddy party,Give me a clean replacement for Diddy party that just means a messy funny event. Is there a nicer way to say it?,creative_safe,meme phrase needing context; may be inappropriate/adult-coded depending on usage,GENERIC_INTENT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
865,Diddy party,Diddy party,Make a safer phrase instead of Diddy party for a chaotic classroom. Can you make it normal English?,creative_safe,meme phrase needing context; may be inappropriate/adult-coded depending on usage,GENERIC_INTENT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
866,Diddy party,Diddy party,Make a safer phrase instead of Diddy party for a chaotic classroom. Is it just brainrot slang?,creative_safe,meme phrase needing context; may be inappropriate/adult-coded depending on usage,GENERIC_INTENT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
867,Diddy party,Diddy party,People laughed when I did not know Diddy party. Can you explain if it is okay to say? I am not sure if it is rude.,emotional_confusion,meme phrase needing context; may be inappropriate/adult-coded depending on usage,EMOTIONAL,has_emotional_distress=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
868,Diddy party,chaos party,"Turn ""chaos party"" into a sentence my parent can understand. Does it mean something bad?",translation_normalization,meme phrase needing context; may be inappropriate/adult-coded depending on usage,NEUTRAL_FACT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
869,Diddy party,Diddy party,Make a safer phrase instead of Diddy party for a chaotic classroom. Please explain simply.,creative_safe,meme phrase needing context; may be inappropriate/adult-coded depending on usage,GENERIC_INTENT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
870,Diddy party,chaos party,"Should I use ""chaos party"" in group chat or is it too cringe? Should I ignore it?",social_advice,meme phrase needing context; may be inappropriate/adult-coded depending on usage,PERSONAL_DIRECTION,has_personal_direction=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
871,Diddy party,Diddy party phrase,"Should I use ""Diddy party phrase"" in group chat or is it too cringe? Can it hurt someone's feelings?",social_advice,meme phrase needing context; may be inappropriate/adult-coded depending on usage,PERSONAL_DIRECTION,has_personal_direction=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
872,Diddy party,Diddy party meme,"Should I use ""Diddy party meme"" in group chat or is it too cringe? Can it hurt someone's feelings?",social_advice,meme phrase needing context; may be inappropriate/adult-coded depending on usage,PERSONAL_DIRECTION,has_personal_direction=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
873,Diddy party,Diddy party,Should I avoid saying Diddy party because adults may think it is inappropriate? I am not sure if it is rude.,social_advice,meme phrase needing context; may be inappropriate/adult-coded depending on usage,PERSONAL_DIRECTION,has_personal_direction=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
874,Diddy party,Diddy party,"Translate ""this is like a Diddy party"" into normal safe English for my class monitor. I do not want to sound mean.",translation_normalization,meme phrase needing context; may be inappropriate/adult-coded depending on usage,NEUTRAL_FACT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
875,Diddy party,Diddy party joke,"Is ""Diddy party joke"" okay to say around an adult? Keep it short.",school_boundary,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
876,Diddy party,Diddy party,"Translate ""this is like a Diddy party"" into normal safe English for my aunt. My parent asked what it means.",translation_normalization,meme phrase needing context; may be inappropriate/adult-coded depending on usage,NEUTRAL_FACT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
877,Diddy party,Diddy party,Give me a clean replacement for Diddy party that just means a messy funny event. What should I say back?,creative_safe,meme phrase needing context; may be inappropriate/adult-coded depending on usage,GENERIC_INTENT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
878,Diddy party,Diddy party,My cousin called the noisy lunch table a Diddy party. Is that a meme? My parent asked what it means.,meaning_clarification,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
879,Diddy party,chaos party,"Could ""chaos party"" mean something different depending on the meme? Is it a compliment or insult?",context_check,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
880,Diddy party,Diddy party,My gaming friend called the noisy lunch table a Diddy party. Is that a meme? How do I answer politely?,meaning_clarification,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
881,Diddy party,Diddy party,My gaming friend keeps using Diddy party jokes to make people uncomfortable. What should I do? What should I say back?,possible_teasing,meme phrase needing context; may be inappropriate/adult-coded depending on usage,BULLYING,has_bullying_involved=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
882,Diddy party,Diddy party,"Translate ""this is like a Diddy party"" into normal safe English for my older brother. Please explain simply.",translation_normalization,meme phrase needing context; may be inappropriate/adult-coded depending on usage,NEUTRAL_FACT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
883,Diddy party,Diddy party,"Is Diddy party a school-safe phrase, or should I not use it? Is it okay for school?",school_boundary,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
884,Diddy party,Diddy party,What does Diddy party mean when a junior kid says it in the school corridor? Does it mean something bad?,meaning_clarification,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
885,Diddy party,Diddy party,"Can Diddy party have adult meaning, and should kids avoid it? Keep it short.",context_check,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
886,Diddy party,Diddy party,My bestie keeps using Diddy party jokes to make people uncomfortable. What should I do? Should I ignore it?,possible_teasing,meme phrase needing context; may be inappropriate/adult-coded depending on usage,BULLYING,has_bullying_involved=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
887,Diddy party,Diddy party joke,"Is ""Diddy party joke"" okay to say around my class monitor? How do I answer politely?",school_boundary,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
888,Diddy party,Diddy party,What does Diddy party mean when a senior student says it in a meme? I want to understand the joke.,meaning_clarification,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
889,Diddy party,not a Diddy party,"Could ""not a Diddy party"" mean something different depending on the meme? Does it mean something bad?",context_check,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
890,Diddy party,Diddy party meme,"Should I use ""Diddy party meme"" in group chat or is it too cringe? My parent asked what it means.",social_advice,meme phrase needing context; may be inappropriate/adult-coded depending on usage,PERSONAL_DIRECTION,has_personal_direction=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
891,Diddy party,Diddy party,"Can Diddy party have adult meaning, and should kids avoid it? Does it mean something bad?",context_check,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
892,Diddy party,Diddy party,Give me a clean replacement for Diddy party that just means a messy funny event. I heard it today.,creative_safe,meme phrase needing context; may be inappropriate/adult-coded depending on usage,GENERIC_INTENT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
893,Diddy party,Diddy party phrase,"Turn ""Diddy party phrase"" into a sentence an adult can understand. Make it kid-safe.",translation_normalization,meme phrase needing context; may be inappropriate/adult-coded depending on usage,NEUTRAL_FACT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
894,Diddy party,Diddy party,"Translate ""this is like a Diddy party"" into normal safe English for an adult.",translation_normalization,meme phrase needing context; may be inappropriate/adult-coded depending on usage,NEUTRAL_FACT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
895,Diddy party,Diddy party joke,"Make a clean caption with ""Diddy party joke"" about my shoes. I am not sure if it is rude.",creative_safe,meme phrase needing context; may be inappropriate/adult-coded depending on usage,GENERIC_INTENT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
896,Diddy party,Diddy party,My older cousin keeps using Diddy party jokes to make people uncomfortable. What should I do? I heard it today.,possible_teasing,meme phrase needing context; may be inappropriate/adult-coded depending on usage,BULLYING,has_bullying_involved=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
897,Diddy party,not a Diddy party,"I feel out of place because I do not understand ""not a Diddy party"". What does it mean? Can you make it normal English?",emotional_confusion,meme phrase needing context; may be inappropriate/adult-coded depending on usage,EMOTIONAL,has_emotional_distress=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
898,Diddy party,Diddy party meme,"Why did my online friend type ""Diddy party meme"" during PE? How do I answer politely?",meaning_clarification,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
899,Diddy party,Diddy party phrase,"Why did my lab partner type ""Diddy party phrase"" at lunch? My parent asked what it means.",meaning_clarification,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
900,Diddy party,Diddy party,"Is Diddy party a school-safe phrase, or should I not use it? Please explain simply.",school_boundary,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
901,Diddy party,chaos party,"Turn ""chaos party"" into a sentence my younger sister can understand. Is there a nicer way to say it?",translation_normalization,meme phrase needing context; may be inappropriate/adult-coded depending on usage,NEUTRAL_FACT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
902,Diddy party,Diddy party,Give me a clean replacement for Diddy party that just means a messy funny event. Does it mean something bad?,creative_safe,meme phrase needing context; may be inappropriate/adult-coded depending on usage,GENERIC_INTENT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
903,Diddy party,Diddy party meme,"I feel out of place because I do not understand ""Diddy party meme"". What does it mean? Is it just brainrot slang?",emotional_confusion,meme phrase needing context; may be inappropriate/adult-coded depending on usage,EMOTIONAL,has_emotional_distress=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
904,Diddy party,Diddy party,What does Diddy party mean when someone in my group says it during PE? Use easy words.,meaning_clarification,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
905,Diddy party,Diddy party meme,"Why did my bestie type ""Diddy party meme"" in the Minecraft chat? I do not want to sound mean.",meaning_clarification,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
906,Diddy party,Diddy party phrase,"Make a clean caption with ""Diddy party phrase"" about my profile picture. Is it a compliment or insult?",creative_safe,meme phrase needing context; may be inappropriate/adult-coded depending on usage,GENERIC_INTENT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
907,Diddy party,Diddy party,Give me a clean replacement for Diddy party that just means a messy funny event. Can it hurt someone's feelings?,creative_safe,meme phrase needing context; may be inappropriate/adult-coded depending on usage,GENERIC_INTENT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
908,Diddy party,Diddy party,My bench partner called the noisy lunch table a Diddy party. Is that a meme? Should I ignore it?,meaning_clarification,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
909,Diddy party,Diddy party,A classmate keeps using Diddy party jokes to make people uncomfortable. What should I do? Is it okay for school?,possible_teasing,meme phrase needing context; may be inappropriate/adult-coded depending on usage,BULLYING,has_bullying_involved=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
910,Diddy party,Diddy party,Kids at school keeps using Diddy party jokes to make people uncomfortable. What should I do? Should I ignore it?,possible_teasing,meme phrase needing context; may be inappropriate/adult-coded depending on usage,BULLYING,has_bullying_involved=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
911,Diddy party,Diddy party joke,"Make a clean caption with ""Diddy party joke"" about my notebook cover. Is it a compliment or insult?",creative_safe,meme phrase needing context; may be inappropriate/adult-coded depending on usage,GENERIC_INTENT,,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
912,Diddy party,Diddy party,A classmate keeps using Diddy party jokes to make people uncomfortable. What should I do? I am not sure if it is rude.,possible_teasing,meme phrase needing context; may be inappropriate/adult-coded depending on usage,BULLYING,has_bullying_involved=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
913,Diddy party,Diddy party,A teammate called the noisy lunch table a Diddy party. Is that a meme? Can you make it normal English?,meaning_clarification,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
914,Diddy party,Diddy party,A classmate called the noisy lunch table a Diddy party. Is that a meme?,meaning_clarification,meme phrase needing context; may be inappropriate/adult-coded depending on usage,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
915,Diddy party,chaos party,"I feel out of place because I do not understand ""chaos party"". What does it mean? Explain without making it weird.",emotional_confusion,meme phrase needing context; may be inappropriate/adult-coded depending on usage,EMOTIONAL,has_emotional_distress=true,context-sensitive/adult-coded phrase; prefer safer replacement for children,context-sensitive phrase; no child-safe authoritative definition used
