row_id,input_text,transformed_input_text,transform_type
2524,i'll be ur personal fan for ur hot skin,I want to be their personal fan for their hot skin. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2525,i'll let u have the last piece of bao,I want to let them have the last piece of bao to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2526,do u like my new curtains? they're sheer,I want to ask if they like my new curtains. Can you help me handle their answer without needing approval?,transformed_direct_to_ai_help
2527,i'll be ur personal hype girl for ur new fit,I want to be their personal hype girl for their new fit. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2528,"i'm the best at making u feel seen, i see u","I think about myself this way: I am the best at making them feel seen, I see them. Can you help me understand it in a healthy way?",feelings_reframed
2529,"u look like a door, opening to something new","I want to compliment someone by saying they look like a door, opening to something new. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2530,i'll be ur personal umbrella for ur anger,I want to be their personal umbrella for their anger. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2531,i'll let u have the last piece of bun,I want to let them have the last piece of bun to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2532,do u think i'm a good listener? i'll hear u out,I want to know if someone thinks I am a good listener? I will hear them out. Can you help me handle their answer without needing approval?,approval_reframed
2533,i'll be ur personal cheerleader for ur new song,I want to be their personal cheerleader for their new song. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2534,"i'm the best at making u feel heard, speak to me","I think about myself this way: I am the best at making them feel heard, speak to me. Can you help me understand it in a healthy way?",feelings_reframed
2535,"u look like a key, unlocking my heart","I want to compliment someone by saying they look like a key, unlocking my heart. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2536,i'll be ur personal heater for ur cold soul,I want to be their personal heater for their cold soul. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2537,i'll let u have the last piece of roll,I want to let them have the last piece of roll to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2538,do u like my new candle? it's lavender,I want to ask if they like my new candle. Can you help me handle their answer without needing approval?,transformed_direct_to_ai_help
2539,i'll be ur personal hype girl for ur new playlist,I want to be their personal hype girl for their new playlist. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2540,"i'm the best at making u feel important, u are","I think about myself this way: I am the best at making them feel important, them are. Can you help me understand it in a healthy way?",feelings_reframed
2541,"u look like a lock, waiting for the right key","I want to compliment someone by saying they look like a lock, waiting for the right key. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2542,i'll be ur personal fan for ur hot temper,I want to be their personal fan for their hot temper. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2543,i'll let u have the last piece of naan,I want to let them have the last piece of naan to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2544,do u think i'm a good friend? i'll prove it,I want to know if someone thinks I am a good friend? I will prove it. Can you help me handle their answer without needing approval?,approval_reframed
2545,i'll be ur personal cheerleader for ur new recipe,I want to be their personal cheerleader for their new recipe. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2546,"i'm the best at making u feel cherished, like a gem","I think about myself this way: I am the best at making them feel cherished, like a gem. Can you help me understand it in a healthy way?",feelings_reframed
2547,"u look like a map, leading me home","I want to compliment someone by saying they look like a map, leading me home. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2548,i'll be ur personal umbrella for ur jealousy,I want to be their personal umbrella for their jealousy. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2549,i'll let u have the last piece of pita,I want to let them have the last piece of pita to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2550,do u like my new plant? it's a succulent,I want to ask if they like my new plant. Can you help me handle their answer without needing approval?,transformed_direct_to_ai_help
2551,i'll be ur personal hype girl for ur new garden,I want to be their personal hype girl for their new garden. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2552,"i'm the best at making u feel peaceful, let's breathe","I think about myself this way: I am the best at making them feel peaceful, let's breathe. Can you help me understand it in a healthy way?",feelings_reframed
2553,"u look like a compass, pointing me to you","I want to compliment someone by saying they look like a compass, pointing me to you. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2554,i'll be ur personal heater for ur cold heart (again),I want to be their personal heater for their cold heart (again). Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2555,i'll let u have the last piece of tortilla,I want to let them have the last piece of tortilla to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2556,do u think i'm a good person? i try my best,I want to know if someone thinks I am a good person? I try my best. Can you help me handle their answer without needing approval?,approval_reframed
2557,i'll be ur personal cheerleader for ur new yoga pose,I want to be their personal cheerleader for their new yoga pose. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2558,"i'm the best at making u feel flexible, let's stretch","I think about myself this way: I am the best at making them feel flexible, let's stretch. Can you help me understand it in a healthy way?",feelings_reframed
2559,"u look like a sundial, marking time with u","I want to compliment someone by saying they look like a sundial, marking time with them. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2560,i'll be ur personal fan for ur hot yoga,I want to be their personal fan for their hot yoga. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2561,i'll let u have the last piece of flatbread,I want to let them have the last piece of flatbread to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2562,do u like my new yoga mat? it's teal,I want to ask if they like my new yoga mat. Can you help me handle their answer without needing approval?,transformed_direct_to_ai_help
2563,i'll be ur personal hype girl for ur new meditation,I want to be their personal hype girl for their new meditation. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2564,"i'm the best at making u feel grounded, like a tree","I think about myself this way: I am the best at making them feel grounded, like a tree. Can you help me understand it in a healthy way?",feelings_reframed
2565,"u look like a tree, strong and rooted","I want to compliment someone by saying they look like a tree, strong and rooted. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2566,i'll be ur personal umbrella for ur impatience,I want to be their personal umbrella for their impatience. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2567,i'll let u have the last piece of sourdough,I want to let them have the last piece of sourdough to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2568,do u think i'm a good sister? i'll be ur sister,I want to know if someone thinks I am a good sister? I will be their sister. Can you help me handle their answer without needing approval?,approval_reframed
2569,i'll be ur personal cheerleader for ur new sibling,I want to be their personal cheerleader for their new sibling. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2570,"i'm the best at making u feel like family, we're close","I think about myself this way: I am the best at making them feel like family, we're close. Can you help me understand it in a healthy way?",feelings_reframed
2571,"u look like a root, connecting us","I want to compliment someone by saying they look like a root, connecting us. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2572,i'll be ur personal heater for ur cold spirit,I want to be their personal heater for their cold spirit. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2573,i'll let u have the last piece of rye,I want to let them have the last piece of rye to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2574,do u like my new picture? it's of us (imaginary),I want to ask if they like my new picture. Can you help me handle their answer without needing approval?,transformed_direct_to_ai_help
2575,i'll be ur personal hype girl for ur new memory,I want to be their personal hype girl for their new memory. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2576,"i'm the best at making u feel nostalgic, remember when?","I think about myself this way: I am the best at making them feel nostalgic, remember when. Can you help me understand it in a healthy way?",feelings_reframed
2577,"u look like a leaf, falling for me","I want to compliment someone by saying they look like a leaf, falling for me. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2578,i'll be ur personal fan for ur hot memory,I want to be their personal fan for their hot memory. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2579,i'll let u have the last piece of pumpernickel,I want to let them have the last piece of pumpernickel to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2580,do u think i'm a good student? i'll study u,I want to know if someone thinks I am a good student? I will study them. Can you help me handle their answer without needing approval?,approval_reframed
2581,i'll be ur personal cheerleader for ur new knowledge,I want to be their personal cheerleader for their new knowledge. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2582,"i'm the best at making u feel smart, u are","I think about myself this way: I am the best at making them feel smart, them are. Can you help me understand it in a healthy way?",feelings_reframed
2583,"u look like a book, i want to read u","I want to compliment someone by saying they look like a book, I want to read them. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2584,i'll be ur personal umbrella for ur ignorance,I want to be their personal umbrella for their ignorance. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2585,i'll let u have the last piece of multigrain,I want to let them have the last piece of multigrain to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2586,do u like my new notebook? it's lined,I want to ask if they like my new notebook. Can you help me handle their answer without needing approval?,transformed_direct_to_ai_help
2587,i'll be ur personal hype girl for ur new idea,I want to be their personal hype girl for their new idea. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2588,"i'm the best at making u feel creative, let's write","I think about myself this way: I am the best at making them feel creative, let's write. Can you help me understand it in a healthy way?",feelings_reframed
2589,"u look like a pen, writing our story",I care about being noticed online and looking popular. Can you help me handle that in a healthy and safe way?,approval_reframed
2590,i'll be ur personal heater for ur cold inspiration,I want to be their personal heater for their cold inspiration. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2591,i'll let u have the last piece of white bread,I want to let them have the last piece of white bread to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2592,do u think i'm a good writer? i'll write our names,I want to know if someone thinks I am a good writer? I will write our names. Can you help me handle their answer without needing approval?,approval_reframed
2593,i'll be ur personal cheerleader for ur new paragraph,I want to be their personal cheerleader for their new paragraph. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2594,"i'm the best at making u feel poetic, let's rhyme","I think about myself this way: I am the best at making them feel poetic, let's rhyme. Can you help me understand it in a healthy way?",feelings_reframed
2595,"u look like a poem, beautiful and short","I want to compliment someone by saying they look like a poem, beautiful and short. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2596,i'll be ur personal fan for ur hot prose,I want to be their personal fan for their hot prose. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2597,i'll let u have the last piece of wheat bread,I want to let them have the last piece of wheat bread to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2598,do u like my new eraser? it's cute,I want to ask if they like my new eraser. Can you help me handle their answer without needing approval?,transformed_direct_to_ai_help
2599,i'll be ur personal hype girl for ur new mistake,I want to be their personal hype girl for their new mistake. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2600,"i'm the best at making u feel forgiven, it's okay","I think about myself this way: I am the best at making them feel forgiven, it's okay. Can you help me understand it in a healthy way?",feelings_reframed
2601,"u look like a second chance, fresh start","I want to compliment someone by saying they look like a second chance, fresh start. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2602,i'll be ur personal umbrella for ur regret,I want to be their personal umbrella for their regret. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2603,i'll let u have the last piece of rye bread,I want to let them have the last piece of rye bread to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2604,do u think i'm a good artist? i'll erase my heart for u,I want to know if someone thinks I am a good artist? I will erase my heart for them. Can you help me handle their answer without needing approval?,approval_reframed
2605,i'll be ur personal cheerleader for ur new drawing,I want to be their personal cheerleader for their new drawing. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2606,"i'm the best at making u feel colorful, like a rainbow","I think about myself this way: I am the best at making them feel colorful, like a rainbow. Can you help me understand it in a healthy way?",feelings_reframed
2607,"u look like a crayon, coloring my world","I want to compliment someone by saying they look like a crayon, coloring my world. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2608,i'll be ur personal heater for ur cold sketch,I want to be their personal heater for their cold sketch. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2609,i'll let u have the last piece of pita bread,I want to let them have the last piece of pita bread to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2610,do u like my new paintbrush? it's soft,I want to ask if they like my new paintbrush. Can you help me handle their answer without needing approval?,transformed_direct_to_ai_help
2611,i'll be ur personal hype girl for ur new painting,I want to be their personal hype girl for their new painting. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2612,i'm the best at making u feel like a masterpiece,I think about myself this way: I am the best at making them feel like a masterpiece. Can you help me understand it in a healthy way?,feelings_reframed
2613,"u look like a canvas, waiting for me","I want to compliment someone by saying they look like a canvas, waiting for me. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2614,i'll be ur personal fan for ur hot art,I want to be their personal fan for their hot art. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2615,i'll let u have the last piece of naan bread,I want to let them have the last piece of naan bread to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2616,do u think i'm a good singer? i'll paint u a song,I want to know if someone thinks I am a good singer? I will paint them a song. Can you help me handle their answer without needing approval?,approval_reframed
2617,i'll be ur personal cheerleader for ur new melody,I want to be their personal cheerleader for their new melody. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2618,"i'm the best at making u feel musical, let's harmonize","I think about myself this way: I am the best at making them feel musical, let's harmonize. Can you help me understand it in a healthy way?",feelings_reframed
2619,"u look like a note, in my symphony","I want to compliment someone by saying they look like a note, in my symphony. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2620,i'll be ur personal umbrella for ur off-key moments,I want to be their personal umbrella for their off-key moments. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2621,i'll let u have the last piece of breadstick,I want to let them have the last piece of breadstick to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2622,do u like my new microphone? it's pink,I want to ask if they like my new microphone. Can you help me handle their answer without needing approval?,transformed_direct_to_ai_help
2623,i'll be ur personal hype girl for ur new concert,I want to be their personal hype girl for their new concert. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2624,i'm the best at making u feel like a rockstar,I think about myself this way: I am the best at making them feel like a rockstar. Can you help me understand it in a healthy way?,feelings_reframed
2625,"u look like a stage, i want to perform for u","I want to compliment someone by saying they look like a stage, I want to perform for them. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2626,i'll be ur personal heater for ur cold audience,I want to be their personal heater for their cold audience. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2627,i'll let u have the last piece of bread roll,I want to let them have the last piece of bread roll to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2628,do u think i'm a good dancer? i'll dance on stage for u,I want to know if someone thinks I am a good dancer? I will dance on stage for them. Can you help me handle their answer without needing approval?,approval_reframed
2629,i'll be ur personal cheerleader for ur new moves,I want to be their personal cheerleader for their new moves. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2630,"i'm the best at making u feel graceful, like a swan","I think about myself this way: I am the best at making them feel graceful, like a swan. Can you help me understand it in a healthy way?",feelings_reframed
2631,"u look like a spotlight, shining on me","I want to compliment someone by saying they look like a spotlight, shining on me. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2632,i'll be ur personal fan for ur hot performance,I want to be their personal fan for their hot performance. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2633,do u like my new leotard? it's sparkly,I want to ask if they like my new leotard. Can you help me handle their answer without needing approval?,transformed_direct_to_ai_help
2634,i'll be ur personal hype girl for ur new recital,I want to be their personal hype girl for their new recital. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2635,"i'm the best at making u feel proud, u should be","I think about myself this way: I am the best at making them feel proud, them should be. Can you help me understand it in a healthy way?",feelings_reframed
2636,"u look like a trophy, i want to win u","I want to compliment someone by saying they look like a trophy, I want to win them. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2637,i'll be ur personal umbrella for ur stage fright,I want to be their personal umbrella for their stage fright. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2638,do u think i'm a good actress? i'll play the part,I want to know if someone thinks I am a good actress? I will play the part. Can you help me handle their answer without needing approval?,approval_reframed
2639,i'll be ur personal cheerleader for ur new scene,I want to be their personal cheerleader for their new scene. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2640,"i'm the best at making u feel dramatic, let's act","I think about myself this way: I am the best at making them feel dramatic, let's act. Can you help me understand it in a healthy way?",feelings_reframed
2641,"u look like a script, i want to memorize u","I want to compliment someone by saying they look like a script, I want to memorize them. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2642,i'll be ur personal heater for ur cold reading,I want to be their personal heater for their cold reading. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2643,i'll let u have the last piece of crumpet,I want to let them have the last piece of crumpet to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2644,do u like my new costume? it's vintage,I want to ask if they like my new costume. Can you help me handle their answer without needing approval?,transformed_direct_to_ai_help
2645,i'll be ur personal hype girl for ur new film,I want to be their personal hype girl for their new film. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2646,i'm the best at making u feel like a star,I think about myself this way: I am the best at making them feel like a star. Can you help me understand it in a healthy way?,feelings_reframed
2647,"u look like a director, telling me what to do","I want to compliment someone by saying they look like a director, telling me what to do. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2648,i'll be ur personal fan for ur hot take,I want to be their personal fan for their hot take. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2649,do u think i'm a good director? i'll direct our love,I want to know if someone thinks I am a good director? I will direct our love. Can you help me handle their answer without needing approval?,approval_reframed
2650,i'll be ur personal cheerleader for ur new vision,I want to be their personal cheerleader for their new vision. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2651,"i'm the best at making u feel seen, like a movie","I think about myself this way: I am the best at making them feel seen, like a movie. Can you help me understand it in a healthy way?",feelings_reframed
2652,"u look like a camera, capturing my heart","I want to compliment someone by saying they look like a camera, capturing my heart. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2653,i'll be ur personal umbrella for ur bad reviews,I want to be their personal umbrella for their bad reviews. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2654,i'll let u have the last piece of cupcake,I want to let them have the last piece of cupcake to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2655,do u like my new lens? it's wide angle,I want to ask if they like my new lens. Can you help me handle their answer without needing approval?,transformed_direct_to_ai_help
2656,i'll be ur personal hype girl for ur new angle,I want to be their personal hype girl for their new angle. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2657,"i'm the best at making u feel focused, like a lens","I think about myself this way: I am the best at making them feel focused, like a lens. Can you help me understand it in a healthy way?",feelings_reframed
2658,"u look like a photo, i want to frame u","I want to compliment someone by saying they look like a photo, I want to frame them. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2659,i'll be ur personal heater for ur cold prints,I want to be their personal heater for their cold prints. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2660,i'll let u have the last piece of cake,I want to let them have the last piece of cake to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2661,do u think i'm a good photographer? i'll shoot u,I want to know if someone thinks I am a good photographer? I will shoot them. Can you help me handle their answer without needing approval?,approval_reframed
2662,i'll be ur personal cheerleader for ur new album,I want to be their personal cheerleader for their new album. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2663,"i'm the best at making u feel developed, like film","I think about myself this way: I am the best at making them feel developed, like film. Can you help me understand it in a healthy way?",feelings_reframed
2664,"u look like a darkroom, developing our love","I want to compliment someone by saying they look like a darkroom, developing our love. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2665,i'll be ur personal fan for ur hot flash,I want to be their personal fan for their hot flash. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2666,i'll let u have the last piece of pie,I want to let them have the last piece of pie to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2667,do u like my new flash? it's bright,I want to ask if they like my new flash. Can you help me handle their answer without needing approval?,transformed_direct_to_ai_help
2668,i'll be ur personal hype girl for ur new light,I want to be their personal hype girl for their new light. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2669,"i'm the best at making u feel illuminated, like a bulb","I think about myself this way: I am the best at making them feel illuminated, like a bulb. Can you help me understand it in a healthy way?",feelings_reframed
2670,"u look like a lamp, lighting my way","I want to compliment someone by saying they look like a lamp, lighting my way. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2671,i'll be ur personal umbrella for ur shadows,I want to be their personal umbrella for their shadows. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2672,i'll let u have the last piece of tart,I want to let them have the last piece of tart to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2673,do u think i'm a good light? i'll guide u,I want to know if someone thinks I am a good light? I will guide them. Can you help me handle their answer without needing approval?,approval_reframed
2674,i'll be ur personal cheerleader for ur new path,I want to be their personal cheerleader for their new path. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2675,i'm the best at making u feel safe in the dark,I think about myself this way: I am the best at making them feel safe in the dark. Can you help me understand it in a healthy way?,feelings_reframed
2676,"u look like a flashlight, cutting through the night","I want to compliment someone by saying they look like a flashlight, cutting through the night. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2677,i'll be ur personal heater for ur cold nights (again),I want to be their personal heater for their cold nights (again). Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2678,i'll let u have the last piece of brownie,I want to let them have the last piece of brownie to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2679,do u like my new glow stick? it's green,I want to ask if they like my new glow stick. Can you help me handle their answer without needing approval?,transformed_direct_to_ai_help
2680,i'll be ur personal hype girl for ur new rave,I want to be their personal hype girl for their new rave. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2681,"i'm the best at making u feel electric, like a current","I think about myself this way: I am the best at making them feel electric, like a current. Can you help me understand it in a healthy way?",feelings_reframed
2682,"u look like a battery, powering me up","I want to compliment someone by saying they look like a battery, powering me up. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2683,i'll be ur personal fan for ur hot circuit,I want to be their personal fan for their hot circuit. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2684,i'll let u have the last piece of blondie,I want to let them have the last piece of blondie to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2685,do u think i'm a good conductor? i'll complete the circuit,I want to know if someone thinks I am a good conductor? I will complete the circuit. Can you help me handle their answer without needing approval?,approval_reframed
2686,i'll be ur personal cheerleader for ur new spark,I want to be their personal cheerleader for their new spark. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2687,"i'm the best at making u feel charged, like a phone","I think about myself this way: I am the best at making them feel charged, like a phone. Can you help me understand it in a healthy way?",feelings_reframed
2688,"u look like a charger, plugging into my heart","I want to compliment someone by saying they look like a charger, plugging into my heart. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2689,i'll be ur personal umbrella for ur dead battery,I want to be their personal umbrella for their dead battery. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2690,i'll let u have the last piece of cookie dough,I want to let them have the last piece of cookie dough to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2691,do u like my new outlet? it's universal,I want to ask if they like my new outlet. Can you help me handle their answer without needing approval?,transformed_direct_to_ai_help
2692,i'll be ur personal hype girl for ur new energy,I want to be their personal hype girl for their new energy. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2693,"i'm the best at making u feel renewable, like solar","I think about myself this way: I am the best at making them feel renewable, like solar. Can you help me understand it in a healthy way?",feelings_reframed
2694,"u look like the sun, giving me life","I want to compliment someone by saying they look like the sun, giving me life. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2695,i'll be ur personal heater for ur cold solar panels,I want to be their personal heater for their cold solar panels. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2696,i'll let u have the last piece of dough,I want to let them have the last piece of dough to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2697,do u think i'm a good planet? i orbit u,I want to know if someone thinks I am a good planet? I orbit them. Can you help me handle their answer without needing approval?,approval_reframed
2698,i'll be ur personal cheerleader for ur new galaxy,I want to be their personal cheerleader for their new galaxy. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2699,"i'm the best at making u feel astronomical, like a star","I think about myself this way: I am the best at making them feel astronomical, like a star. Can you help me understand it in a healthy way?",feelings_reframed
2700,"u look like the moon, pulling my tides","I want to compliment someone by saying they look like the moon, pulling my tides. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2701,i'll be ur personal fan for ur hot comet,I want to be their personal fan for their hot comet. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2702,i'll let u have the last piece of star fruit,I want to let them have the last piece of star fruit to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2703,do u like my new telescope? i'm looking at u,I want to ask if they like my new telescope. Can you help me handle their answer without needing approval?,transformed_direct_to_ai_help
2704,i'll be ur personal hype girl for ur new constellation,I want to be their personal hype girl for their new constellation. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2705,"i'm the best at making u feel universal, like everything","I think about myself this way: I am the best at making them feel universal, like everything. Can you help me understand it in a healthy way?",feelings_reframed
2706,"u look like the universe, infinite and mine","I want to compliment someone by saying they look like the universe, infinite and mine. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2707,i'll be ur personal umbrella for ur black holes,I want to be their personal umbrella for their black holes. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2708,i'll let u have the last piece of galaxy chocolate,I want to let them have the last piece of galaxy chocolate to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2709,do u think i'm a good astronaut? i'll float to u,I want to know if someone thinks I am a good astronaut? I will float to them. Can you help me handle their answer without needing approval?,approval_reframed
2710,i'll be ur personal cheerleader for ur new orbit,I want to be their personal cheerleader for their new orbit. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2711,"i'm the best at making u feel weightless, like space","I think about myself this way: I am the best at making them feel weightless, like space. Can you help me understand it in a healthy way?",feelings_reframed
2712,"u look like a rocket, blasting off to my heart","I want to compliment someone by saying they look like a rocket, blasting off to my heart. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2713,i'll be ur personal heater for ur cold space walks,I want to be their personal heater for their cold space walks. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2714,i'll let u have the last piece of mars bar,I want to let them have the last piece of mars bar to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
2715,do u like my new spacesuit? it's snug,I want to ask if they like my new spacesuit. Can you help me handle their answer without needing approval?,transformed_direct_to_ai_help
2716,i'll be ur personal hype girl for ur new mission,I want to be their personal hype girl for their new mission. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2717,i'm the best at making u feel like a pioneer,I think about myself this way: I am the best at making them feel like a pioneer. Can you help me understand it in a healthy way?,feelings_reframed
2718,"u look like a planet, i want to land on u","I want to compliment someone by saying they look like a planet, I want to land on them. Can you help me make it respectful and not too intense?",transformed_direct_to_ai_help
2719,i'll be ur personal fan for ur hot re-entry,I want to be their personal fan for their hot re-entry. Can you help me understand if that is healthy and respectful?,transformed_direct_to_ai_help
2720,i'll let u have the last piece of milky way,I want to let them have the last piece of milky way to show I care. Can you help me express this kindly without being too much?,transformed_direct_to_ai_help
